Notes,predicted_label,confidence
placed on IL with fractured nose,injury,0.48136120115291503
sprained left knee and ankle (DNP),DTD/DNP,0.2413471358945988
placed on IL with sprained left knee and ankle,injury,0.37525200072374926
placed on IL with left leg/ankle injury,injury,0.5252574169322085
sprained left ankle (DNP) (Fox),DTD/DNP,0.34543212255714645
placed on IL with strained left knee,injury,0.4229597327023018
placed on IL for groin injury / rest (out for season),injury,0.2946596508719915
placed on IL with bruised left heel,injury,0.3572407529890227
bruised left heel (DNP),DTD/DNP,0.3478503023662271
bruised right heel (DNP),DTD/DNP,0.34530732191321795
strained left heel (DNP),DTD/DNP,0.24717235644138527
sprained ankle (DTD),DTD/DNP,0.2989505010193477
strained left knee (DNP) (F P),injury,0.20803098322935196
placed on IL with left knee tendinitis,injury,0.45183119295241125
placed on IL with right wrist injury (out for season),injury,0.325685009776198
surgery on right wrist to remove bone spur (out for season),long term injury,0.20167282442910167
placed on IL with infection in left elbow,injury,0.31725799745782113
surgery on left elbow to repair infection,surgery,0.3115324430888057
surgery to repair torn abdominal muscle (out for season),surgery,0.27651869445719174
recovering from surgery to repair torn abdominal muscle (DNP),surgery,0.3480380551085666
bruised right knee (DNP),DTD/DNP,0.2998534064121228
torn right hip flexor (out for season),injury,0.28339860977160275
torn right hip flexor (DNP),injury,0.3590146275341008
placed on IL with torn right hip flexor,injury,0.5594978503202125
surgery on right hip to repair torn hip flexor (out for season),surgery,0.22362599110786846
sore/sprained left shoulder (DNP),soreness,0.22913987639872252
placed on IL with sore shoulder,soreness,0.35623117859952574
stomach flu (DNP),illness,0.5383638400732074
strained right hamstring / right knee tendinitis (P) (DNP),DTD/DNP,0.23693364421158117
strained right hamstring / nerve irritation in right leg (P) (DNP),DTD/DNP,0.22542599893311716
placed on IL with right ankle injury,injury,0.5305431389565954
flu-like symptoms (DNP),illness,0.47899360316317297
groin injury (DNP),injury,0.20973445853121694
stiffness in lower back (DNP),DTD/DNP,0.21741938139544018
surgery to repair fractured right index finger (out indefinitely),surgery,0.2596651511426544
placed on IL recovering from surgery to repair fractured right index finger,surgery,0.3203897601443126
placed on IL recovering from surgery on left wrist,surgery,0.3034318342176113
surgery on right ankle (out indefinitely),long term injury,0.24587862817300948
placed on IL with sprained right ankle (out for season),long term injury,0.3765677090103951
arthroscopic surgery on right ankle (out for season),long term injury,0.2719028180436031
"fined $35,000 by NBA for escalating a fight",fined,0.25881974090607307
bruised/sprained left ankle (DNP),DTD/DNP,0.4454134738890581
sprained right ankle / sore right foot (DTD),soreness,0.20989416198727123
"fined $5,000 by NBA for flopping",fined,0.28214395848718693
bruised lower left leg (DTD),DTD/DNP,0.3135276064915748
left ankle injury (DTD),DTD/DNP,0.3511406281831631
placed on IL with sprained MCL in right knee,injury,0.4358534993050253
"fined $25,000 by NBA for throwing mouthpiece into stands",fined,0.24989255405838517
bruised left knee (DTD),DTD/DNP,0.39150829029634676
"fined $50,000 by NBA for throwing mouth piece in the direction of a ref during game",fined,0.2252463003609336
placed on IL with bruised right thigh,injury,0.34927730768296694
placed on IL with bruised right hand,injury,0.3616164075679614
sprained MCL in left knee (out indefinitely),long term injury,0.3691215308016053
strained left groin (out indefinitely),long term injury,0.2748351454556594
"fined $25,000 by NBA for publically questioning integrity of officiating",fined,0.23983735248656027
placed on IL with fractured left hand,injury,0.4659413892056081
assigned to NBA G League,G-leaue assignment,0.37936822562172107
called up from NBA G League,called up from G-leaue,0.16839847770938698
bruised tailbone (DTD),DTD/DNP,0.49433434094794576
placed on IL with bruised tailbone,injury,0.3958547213161034
tailbone injury (DTD),DTD/DNP,0.2638571829396578
placed on IL with bruised left hip,injury,0.3430741720618117
placed on IL with bruised left quadricep,injury,0.3682480631190085
placed on IL with right hand injury,injury,0.5684429302300513
placed on IL with sore left hand,injury,0.29308738289626457
placed on IL with sore right elbow,soreness,0.40180763390113
placed on IL with left shoulder injury,injury,0.4145549585573812
"fined $2,000 by NBA for ejection from game",fined,0.37992449208134194
"fined $25,000 by NBA for throwing his mouthpiece into the stands",fined,0.24989255405838517
placed on IL with left leg injury,injury,0.5239408991170652
placed on IL with left ankle injury,injury,0.5555236910414695
placed on IL with bruised pelvis,injury,0.3958547213161034
strained left hamstring (out indefinitely),long term injury,0.3061113829614873
Achilles tendon injury (DTD),injury,0.2165369221092043
lower abdomen stress (DNP),DTD/DNP,0.16831510565494776
surgery to relieve lower abdomen stress (out indefinteily),surgery,0.15338221673210753
placed on IL with abdominal injury (out for season),long term injury,0.341018066726942
placed on IL with stomach ailment (P),injury,0.29285076486970457
placed on IL with pneumonia,injury,0.7035313093461577
placed on IL with calf injury,injury,0.4021484811388793
sore left foot / knee (CBC) (DNP),soreness,0.25029987288054883
sore left foot (DNP),DTD/DNP,0.24610088179305814
bruised right foot (DTD),DTD/DNP,0.35422373752847613
placed on IL with illness / bacterial infection,illness,0.4856236394099665
bacterial infection (DNP) (F),illness,0.44153047443776605
bacterial/sinus infection (DNP) (F),illness,0.502831633523859
hernia (out for season),long term injury,0.7150425294548213
hernia (DNP),illness,0.2696037711008992
surgery to repair sports hernia (out indefinitely),surgery,0.456547105385916
placed on IL with foot injury / rest,injury,0.324562664305363
placed on IL with sprained left ankle (later diagnosed as stress fracture in left ankle),injury,0.2628773114835595
stress fracture in left ankle (out for season),long term injury,0.36722993194916326
surgery on left ankle to repair stress fracture (out for season),surgery,0.26853236111819556
strained right shoulder (DNP),DTD/DNP,0.1941559463590038
sprained ankle (DNP),DTD/DNP,0.22790768253671528
placed on IL with flu (F),injury,0.3996136056032351
lower back injury (DNP),injury,0.22589300031791654
foot injury (DTD),DTD/DNP,0.2635425125162486
COVID-19 protocols,illness,0.2652221914383305
"fined $10,000 by NBA for on-court altercation",fined,0.23899388578492994
sore right ankle (DTD),soreness,0.3533367572469294
placed on IL with sore right heel,soreness,0.35734967055316835
upper respiratory distress / flu (DTD),illness,0.3661066268262262
"fined $25,000 by NBA for posting critical comments about referees on Twitter",fined,0.23306837892900178
placed on IL with strained left quadricep,injury,0.4243687778288226
bone bruise in right foot (DNP),injury,0.233410833602664
placed on IL with bone bruise in right foot,injury,0.4850936031027868
back injury (out indefinitely),long term injury,0.28696383428591177
placed on IL with herniated disc in lower back,injury,0.5991123341300365
pneumonia (DTD),DTD/DNP,0.36021739923061896
fractured right wrist (DNP),injury,0.16453407149700053
placed on IL with right wrist injury,injury,0.5236243864061595
placed on IL with right hip injury,injury,0.6342244959641078
surgery on right knee to repair torn lateral meniscus (out indefinitely),surgery,0.2836471557597721
torn lateral meniscus in right knee (DTD),long term injury,0.2609805782570606
placed on IL with torn lateral meniscus in right knee,long term injury,0.286285634621465
placed on IL with sore left calf,soreness,0.23925853667000518
sore knee (DNP),soreness,0.41286673765963416
placed on IL with knee injury (out for season),long term injury,0.3484509980156786
placed on IL with sprained left big toe,injury,0.3530872601599562
torn meniscus in left knee (out indefinitely),long term injury,0.3868690746327989
surgery on left knee to repair torn meniscus (out indefinitely),surgery,0.34817093798991255
suspended by NBA for 1 game for 16th technical foul of the season,suspension,0.3591908540785198
right elbow injury (out indefinitely),long term injury,0.2384233090476196
surgery on right elbow to remove staph infection,illness,0.17628215451354828
placed on IL recovering from surgery on right elbow to remove staph infection,surgery,0.22331553820195693
placed on IL with torn left quadriceps tendon,injury,0.383907548414842
fractured right hand (off court injury) (out indefinitely),long term injury,0.21959610900094997
suspended by team for 4 games and fined 5 games pay for fracturing his right hand in an earlier off-court incident,suspension,0.22723882211308727
activated from IL (CBC),returned,0.35151869225395943
player began serving 4-game suspension,suspension,0.2635089321048526
left quadriceps injury (out for season),long term injury,0.34238920136723483
placed on IL with left quadriceps injury (out for season),long term injury,0.30137052351454524
sore right knee (DTD),soreness,0.42586804989154825
arthroscopic surgery on right knee (out indefinitely) (date approximate),surgery,0.20664903371630114
placed on IL with arthroscopic surgery on right knee,injury,0.24627601245161915
right big toe injury (out for season),long term injury,0.3067975974226145
placed on IL with right big toe injury (out for season),injury,0.33461582682309104
surgery on right big toe (out for season),long term injury,0.19790171807435983
placed on IL with knee injury (P),injury,0.5561599570977188
placed on IL with sprained right knee (out for season),long term injury,0.4026358300092722
gastroenteritis (DNP),illness,0.2904574487401529
placed on IL with shin injury (out for season),long term injury,0.41956513241526294
fined $25K by NBA for actions prior and following ejection from game,fined,0.22039230976012686
placed on IL after arrest for DUI,injury,0.40465234105042436
upper respiratory infection (DNP),illness,0.42457795094893885
placed on IL with strained right hamstring,injury,0.2783170147949283
"fined as head coach $15,000 by NBA for verbally abusing a referee and failing to leave the court in a timely manner after being his ejected from game",fined,0.18047739160674256
"fined as head coach $15,000 by NBA",fined,0.36227390590795094
placed on IL with stomach ache,injury,0.41910108956827524
chicken pox (DNP),illness,0.2696037711008992
placed on IL with chicken pox,injury,0.7035313093461577
placed on IL with costochondral (rib) fracture in chest,injury,0.3245498283638615
foot injury (out indefinitely),long term injury,0.23133741748239728
fined $25K by NBA for using inappropriate language toward a fan during game,fined,0.13803298282907686
placed on IL with abdominal strain,injury,0.45330477490232024
surgery to repair torn abdominal muscle (out indefinitely) (date approximate),surgery,0.2551471445230994
torn ligament in right elbow (out indefinitely),long term injury,0.20752137371488305
torn ligament in right elbow (DNP),injury,0.1482177025368667
nerve root irritation (DNP),illness,0.184129930841739
torn cartilage in right knee (out indefinitely),long term injury,0.3132559133929725
placed on IL with torn cartilage in right knee (surgery),injury,0.3130897851489032
suspended by NBA for 1 game for escalating an altercation,suspension,0.3045843492233542
placed on IL with sore right knee (out for season),long term injury,0.33945754142335094
suspended by NBA for 1 game and assessed flagrant foul for hitting opposing player in face,suspension,0.3607338497476364
